,1. open,2. high,3. low,4. close,5. volume
2024-04-03,10.4600,10.8000,10.3700,10.5400,32650676
2024-04-02,10.7700,10.8000,10.2600,10.5100,42685364
2024-04-01,10.9900,11.1300,10.7800,11.0900,23192791
2024-03-28,10.8800,11.4950,10.8800,10.9500,43231891
2024-03-27,10.6400,11.0700,10.4800,10.9900,34816175
2024-03-26,10.8500,11.0350,10.5000,10.5200,33932026
2024-03-25,10.6600,11.1300,10.3600,10.6500,50616060
2024-03-22,11.0200,11.0700,10.7100,10.8000,29143119
2024-03-21,11.4000,11.4200,11.0800,11.1700,25258621
2024-03-20,11.2000,11.4600,10.9600,11.3600,32066120
2024-03-19,11.1600,11.3800,10.9700,11.2600,28605137
2024-03-18,11.1900,11.5600,10.7600,11.4000,39248405
2024-03-15,11.0100,11.2888,10.8741,11.0400,48372654
2024-03-14,11.5200,11.5900,10.5400,10.6900,56945367
2024-03-13,11.9500,12.3700,11.6450,11.7100,36539587
2024-03-12,12.7500,12.8800,11.9700,12.3700,38998197
2024-03-11,12.8700,13.5200,12.5550,12.6900,57514322
2024-03-08,13.1300,13.6400,12.4250,12.7800,108217169
2024-03-07,11.5800,12.7400,11.0450,12.5100,153631405
2024-03-06,10.9900,11.1250,10.7350,11.0300,25005912
2024-03-05,10.7300,11.1950,10.6400,10.9300,35772143
2024-03-04,10.8900,11.0800,10.5500,10.9100,50173388
2024-03-01,11.2000,11.5900,11.0100,11.3500,30529400
2024-02-29,11.5100,11.7599,11.0100,11.3200,48676843
2024-02-28,11.0400,11.5400,10.7700,11.3000,49669927
2024-02-27,10.9700,11.2500,10.5600,11.1400,62590414
2024-02-26,10.2100,10.9200,10.0500,10.7000,71793316
2024-02-23,10.9200,11.0200,10.0600,10.0700,123712640
2024-02-22,11.9800,12.2500,11.0600,11.4500,191810436
2024-02-21,15.7000,16.0950,15.1800,15.3900,52420991
2024-02-20,16.1980,16.5000,15.4600,15.8900,27029077
2024-02-16,16.2000,16.7300,16.0650,16.3000,25352535
2024-02-15,15.6000,16.5500,15.5700,16.3500,36312642
2024-02-14,15.5950,15.8300,15.3700,15.5400,23707288
2024-02-13,15.5600,15.5800,15.0350,15.3800,37078831
2024-02-12,15.9600,16.8000,15.8500,16.3300,37615611
2024-02-09,16.5700,16.8400,16.2700,16.6800,41743399
2024-02-08,15.2000,16.1200,15.1500,16.1100,58211480
2024-02-07,15.6400,15.7650,15.1100,15.1700,21062460
2024-02-06,15.0300,15.5300,14.7350,15.5000,27700659
2024-02-05,15.3000,15.3500,14.7300,14.9400,29518356
2024-02-02,15.2500,15.6600,15.0000,15.6000,24617494
2024-02-01,15.5400,15.7600,14.9700,15.5300,24103551
2024-01-31,15.6000,16.2500,15.3100,15.3100,31526281
2024-01-30,16.0000,16.3100,15.6500,15.6600,26006310
2024-01-29,15.4300,16.1400,15.0300,16.1200,37754796
2024-01-26,15.1300,15.4800,15.0400,15.2900,25757671
2024-01-25,15.0000,15.2900,14.5900,15.0000,38654033
2024-01-24,16.3450,16.4900,15.2500,15.3400,34329543
2024-01-23,16.6250,16.8600,15.8427,16.0400,32649221
2024-01-22,15.5400,16.8100,15.4201,16.0300,35812441
2024-01-19,15.7400,15.8600,15.1600,15.4800,38881361
2024-01-18,17.0000,17.0100,15.3600,15.7400,54757073
2024-01-17,17.0500,17.1600,16.2800,16.7600,45224110
2024-01-16,17.7200,18.0200,17.0750,17.8200,21092762
2024-01-12,18.4450,18.8650,17.7800,18.0600,29742177
2024-01-11,18.8800,19.1200,18.2812,18.7900,22677599
2024-01-10,19.2900,19.3900,18.8800,19.0700,14916698
2024-01-09,19.5800,19.7590,19.1600,19.2500,18402983
2024-01-08,19.0600,19.5800,18.8900,19.5800,18745509
2024-01-05,19.3800,19.9000,19.0000,19.0800,27322796
2024-01-04,19.9200,20.2950,19.4750,19.5000,28452981
2024-01-03,20.5300,20.6600,19.6600,20.3200,35634526
2024-01-02,21.8550,21.9400,20.7600,21.1000,49626290
2023-12-29,23.6000,23.9300,23.1000,23.4600,21364479
2023-12-28,23.6800,24.3000,23.5000,23.5400,25289549
2023-12-27,23.8000,23.8200,23.1400,23.7300,22389037
2023-12-26,23.4700,24.6150,23.3100,23.5900,30450107
2023-12-22,23.7300,23.7874,22.8000,23.2100,23996838
2023-12-21,23.5400,24.1200,23.4000,23.5800,27720771
2023-12-20,24.0500,24.5650,23.1500,23.1800,38421044
2023-12-19,23.9600,24.5200,23.8200,24.3500,37349354
2023-12-18,22.6000,24.1700,22.5200,23.8000,46402259
2023-12-15,22.7500,22.9950,21.6500,22.8300,59197267
2023-12-14,20.3150,22.5350,20.3000,22.4300,82961234
2023-12-13,18.1000,19.6900,17.9400,19.6800,46247662
2023-12-12,18.9100,18.9100,17.7500,18.2100,33865528
2023-12-11,19.1100,19.2900,18.7700,18.9500,17753041
2023-12-08,19.0400,19.5500,18.6200,19.0400,34974804
2023-12-07,18.9500,19.2300,18.3000,19.1900,37582962
2023-12-06,17.6500,19.4200,17.4000,18.3800,59064739
2023-12-05,17.6000,18.0200,17.2912,17.4100,23840354
2023-12-04,17.7600,18.2500,17.5100,17.7400,31666429
2023-12-01,16.8050,18.0850,16.6200,18.0300,39709136
2023-11-30,17.5000,17.5900,16.6900,16.7600,28376631
2023-11-29,17.7000,18.2700,17.2600,17.3200,47888050
2023-11-28,16.7100,17.4300,16.1700,17.4200,37881922
2023-11-27,16.3800,16.7700,16.1000,16.6600,24763935
2023-11-24,15.9800,16.4700,15.7800,16.4300,15188386
2023-11-22,15.9680,16.1400,15.7300,15.9800,20241155
2023-11-21,16.7000,16.9900,15.7150,15.7200,38697267
2023-11-20,16.8900,17.1600,16.7300,16.9300,23650201
2023-11-17,16.4800,16.9500,16.3000,16.7000,30371173
2023-11-16,17.0800,17.1500,15.9300,16.3900,36672163
2023-11-15,16.5700,17.7500,16.2500,17.2400,52207487
2023-11-14,16.8500,17.2181,16.5700,16.9000,43215646
2023-11-13,15.3500,16.3800,15.2800,16.1900,38041896
2023-11-10,15.4200,15.7602,15.1200,15.4000,48685678
2023-11-09,16.8800,17.3700,15.3250,15.3300,67877263
2023-11-08,18.5800,18.7699,16.3300,17.0000,121273506
2023-11-07,17.1300,17.5300,16.7600,17.4200,45393281
2023-11-06,18.0100,18.1500,16.8850,17.1800,29082946
2023-11-03,17.9500,18.4350,17.6300,17.7100,31536028
2023-11-02,16.6800,17.9000,16.6200,17.5900,42818675
2023-11-01,16.2500,16.2990,15.8900,16.1300,18125358
2023-10-31,15.7100,16.4300,15.4500,16.2200,42227119
2023-10-30,16.0600,16.2500,15.2900,15.7200,28495564
2023-10-27,16.7100,16.8100,15.9300,16.0100,23930276
2023-10-26,16.9500,17.0100,15.8800,16.1700,29444898
2023-10-25,17.3100,17.6000,16.9600,17.0200,21207166
2023-10-24,17.3000,17.6500,16.9900,17.4300,23001770
2023-10-23,16.5500,17.6500,16.0900,17.0700,30193336
2023-10-20,17.0200,17.3900,16.6215,16.7200,30832855
2023-10-19,17.8000,17.9900,17.0700,17.1600,41422979
2023-10-18,19.7100,19.7300,17.9000,18.0900,45912240
2023-10-17,19.2800,20.2200,19.2100,19.9000,34080269
2023-10-16,19.2000,19.7900,19.1300,19.6600,21031109
2023-10-13,19.2700,19.4650,18.7800,19.3000,29359803
2023-10-12,19.3600,19.8900,18.7200,19.3300,37700432
2023-10-11,19.8200,20.1900,19.1000,19.3700,41638137
2023-10-10,19.3500,19.9800,19.1099,19.6400,54126037
2023-10-09,18.2900,18.9700,17.7880,18.7800,51715345
2023-10-06,17.7250,19.0000,17.6500,18.9200,120814392
2023-10-05,21.2000,21.3900,18.0100,18.2700,189851572
2023-10-04,21.7300,23.7400,21.5827,23.6900,48605997
2023-10-03,23.1800,23.4198,21.5600,21.6900,42257519
2023-10-02,23.9300,24.8700,23.3700,23.6600,49561604
2023-09-29,23.4500,24.5000,23.3900,24.2800,35885813
2023-09-28,23.0200,23.2400,22.2300,23.0800,23054260
2023-09-27,22.6400,23.3300,21.9900,23.0500,31254141
2023-09-26,21.5000,22.6700,21.1000,22.2600,37062070
2023-09-25,20.4000,21.6700,20.0300,21.1300,24476997
2023-09-22,21.6000,21.9300,20.5800,20.5900,24225664
2023-09-21,21.8000,22.2000,21.5200,21.5300,20032778
2023-09-20,22.9600,23.4200,22.3800,22.4000,19550801
2023-09-19,23.5000,23.5100,21.8100,22.7400,33672797
2023-09-18,24.0300,24.4212,23.4100,23.7100,20517538
2023-09-15,24.2400,24.6200,23.6800,24.1800,38433185
2023-09-14,23.2500,24.1700,23.1900,24.1100,21598437
2023-09-13,23.5900,23.7600,23.2050,23.2500,15641909
2023-09-12,23.2100,24.4600,23.0600,23.5800,23942118
2023-09-11,23.5000,23.9500,22.8900,23.4100,26320140
2023-09-08,23.4000,23.7400,22.7600,23.1000,19088323
2023-09-07,22.4900,23.4900,22.4300,23.4200,18546416
2023-09-06,23.2500,23.4200,22.5010,23.2600,18103688
2023-09-05,23.1700,23.7101,23.1200,23.3900,18911841
2023-09-01,23.0000,23.7550,22.4600,23.3100,26403026
2023-08-31,23.0300,23.4550,22.3650,22.7300,26642541
2023-08-30,22.0900,22.9200,21.9800,22.8800,22796347
2023-08-29,20.3800,22.3300,20.3519,22.3100,33698397
2023-08-28,20.3000,20.7400,19.9800,20.5300,14795200
2023-08-25,19.9200,20.3250,19.5700,20.0700,17059391
2023-08-24,20.2000,20.2650,19.4800,19.6400,18933997
2023-08-23,19.7600,20.4900,19.6100,20.3200,17583143
2023-08-22,21.3800,21.4700,19.7700,20.0800,30521679
2023-08-21,20.8600,21.3200,20.7400,21.1800,21257495
2023-08-18,20.2500,21.1700,20.1800,20.7800,25943990
2023-08-17,21.0600,21.8000,20.6600,20.9500,34911580
2023-08-16,20.3750,21.4500,20.2000,21.0400,32188432
2023-08-15,21.6600,21.8600,20.4500,20.7800,31758229
2023-08-14,20.9000,21.8000,20.5200,21.5600,33997042
2023-08-11,21.9800,21.9800,21.2800,21.5700,31238908
2023-08-10,22.6600,22.9000,21.5100,21.9100,50575833
2023-08-09,24.8300,25.7300,22.2600,22.3500,84645942
2023-08-08,23.7800,25.2493,23.6000,24.8000,57613391
2023-08-07,25.6900,25.7400,23.6300,24.2800,38325761
2023-08-04,26.8300,26.8300,25.1800,25.2600,33547728
2023-08-03,25.3700,27.0100,25.3500,26.5000,31737386
2023-08-02,26.4200,26.4800,24.8400,25.9100,48226671
2023-08-01,27.1900,27.6352,26.3500,27.3000,40332441
2023-07-31,27.0100,27.7800,26.6100,27.6400,37941551
2023-07-28,26.6600,27.4695,26.3300,26.9400,48754275
2023-07-27,28.0400,28.0600,25.8850,26.0500,66937632
2023-07-26,25.5000,27.6200,25.4500,27.1500,73715859
2023-07-25,25.9800,26.5600,25.1900,25.3500,45926598
2023-07-24,25.2900,26.3700,24.7406,25.8100,59700564
2023-07-21,26.5000,27.1600,24.3200,25.2700,80944766
2023-07-20,24.4500,26.1400,23.8500,25.8100,79330342
2023-07-19,25.3800,26.0300,24.6450,24.8300,56564954
2023-07-18,23.8900,25.8300,23.7400,24.6900,66479524
2023-07-17,24.0100,24.5800,23.2400,23.9900,67075976
2023-07-14,25.3500,25.7900,24.5400,24.8200,55642063
2023-07-13,25.8200,26.8900,25.1800,25.5200,100021320
2023-07-12,25.4100,26.2610,23.7100,25.9100,107585839
2023-07-11,24.8100,25.7400,24.3100,24.8500,94875316
2023-07-10,25.5200,26.6100,23.5800,25.5100,174169405
2023-07-07,22.8900,25.6300,22.6000,24.7000,232047307
2023-07-06,20.0500,21.7699,19.6400,21.6200,99871584
2023-07-05,20.7050,21.0500,19.4350,20.4300,118923443
2023-07-03,17.8400,19.7000,17.8000,19.5600,79984819
2023-06-30,16.2200,16.7500,15.7800,16.6600,40422801
2023-06-29,14.7400,16.0100,14.6100,16.0100,48833726
2023-06-28,13.9000,14.8700,13.8200,14.6400,32296426
2023-06-27,13.7200,13.9500,13.3000,13.9400,27593822
2023-06-26,13.5900,13.9700,13.3800,13.4500,21634504
2023-06-23,13.9600,14.0200,13.5000,13.5300,23978211
2023-06-22,14.4000,14.6500,14.0200,14.1500,25705610
2023-06-21,15.9500,16.3200,14.4100,14.6200,49422020
2023-06-20,15.2400,15.8300,15.0600,15.7000,39557125
2023-06-16,15.3000,16.0900,14.7300,14.8800,92230373
2023-06-15,14.4800,15.5750,14.3900,15.2400,33097506
2023-06-14,15.1700,15.3900,14.5200,14.7400,34759571
2023-06-13,14.2200,15.4600,14.0950,15.2500,46597659
2023-06-12,14.0300,14.6900,13.6100,14.0000,33828264
2023-06-09,14.2600,14.8600,13.8300,13.8700,25896729
2023-06-08,13.8500,14.1650,13.6500,14.0500,17716653
2023-06-07,14.7000,14.7550,13.8100,13.8200,30942798
2023-06-06,14.2000,14.9200,14.1100,14.5000,22214379
2023-06-05,14.5900,14.6700,14.0250,14.3400,17602045
2023-06-02,15.0000,15.0700,14.4500,14.4800,20138881
2023-06-01,14.4300,14.9400,14.0200,14.5800,25361848
2023-05-31,14.7500,15.0100,14.3800,14.7300,49184984
2023-05-30,15.6000,15.6600,14.4350,14.8700,29933764
2023-05-26,14.6500,15.4600,14.6500,15.1400,26621241
2023-05-25,14.2700,14.6600,14.1400,14.5700,16133247
2023-05-24,13.9500,14.4200,13.6000,14.3800,19055895
2023-05-23,14.0400,14.7600,14.0000,14.2000,18444172
2023-05-22,13.4700,14.3600,13.3800,14.2300,20291043
2023-05-19,13.5200,14.2999,13.2900,13.4700,24278016
2023-05-18,13.4000,13.5600,13.0500,13.5400,13853206
2023-05-17,13.0800,13.4550,13.0000,13.4100,16167298
2023-05-16,13.2200,13.3300,12.9300,13.0800,13799351
2023-05-15,12.5900,13.5400,12.5500,13.4400,22534047
2023-05-12,13.8000,13.9700,12.7350,12.9100,31065647
2023-05-11,14.2100,14.5750,13.7200,13.8400,26179633
2023-05-10,15.0850,15.7400,14.0450,14.1100,66713398
2023-05-09,13.3500,14.0850,13.1200,13.8600,34103263
2023-05-08,13.4300,14.0150,13.2300,13.8700,23002530
2023-05-05,13.1400,13.6300,13.0950,13.4100,16793067
2023-05-04,12.8400,13.1500,12.5900,12.9500,13429003
2023-05-03,12.6800,13.1150,12.5600,12.8100,14620005
2023-05-02,12.5800,12.8700,12.3500,12.6800,13130162
2023-05-01,12.8050,12.8300,12.3700,12.6500,12868703
2023-04-28,12.7000,12.9550,12.4700,12.8200,18185041
2023-04-27,12.1700,12.7800,12.0800,12.6700,22583396
2023-04-26,12.1500,12.3300,11.6800,12.0400,22481548
2023-04-25,12.1900,12.2750,11.9600,12.0000,17876603
2023-04-24,12.3000,12.4800,12.0800,12.3600,14196556
2023-04-21,12.3650,12.3800,11.8800,12.2500,20694995
2023-04-20,12.3200,12.7850,12.0200,12.3500,32712558
2023-04-19,13.0000,13.0800,12.6600,12.8200,31590488
2023-04-18,13.7300,13.7300,13.3100,13.4300,19327154
2023-04-17,13.3900,14.1150,13.3400,13.7300,24366264
2023-04-14,13.8620,13.9200,13.1614,13.3800,36941144
2023-04-13,14.4000,14.4850,14.1900,14.3700,13000545
2023-04-12,15.0600,15.2400,14.1100,14.1900,23278037
2023-04-11,14.9800,15.0850,14.6500,14.7400,14668600
2023-04-10,14.3200,14.8450,14.0300,14.8100,14468617
2023-04-06,14.5700,14.8100,14.3100,14.4700,14752505
2023-04-05,15.1800,15.1900,14.3801,14.6300,19066525
2023-04-04,15.2800,15.7950,14.7300,15.3800,21953047
2023-04-03,15.2800,15.5900,14.6300,15.2300,26714470
2023-03-31,14.5400,15.6800,14.4100,15.4800,38244728
2023-03-30,14.5500,14.8400,14.2728,14.4000,24339718
2023-03-29,13.3200,14.4400,13.1800,14.2400,34237262
2023-03-28,13.3300,13.4350,12.8800,12.9600,16396744
2023-03-27,13.8000,13.8400,13.2100,13.3100,16035445
2023-03-24,13.5900,13.9150,13.2600,13.6200,17813282
2023-03-23,13.5000,13.9900,13.4100,13.7100,20984224
2023-03-22,13.8100,13.9494,13.2350,13.2900,23357017
2023-03-21,13.1800,13.7400,13.1300,13.6100,27341297
2023-03-20,12.7800,13.0900,12.5800,13.0200,30927637
2023-03-17,13.2100,13.3200,12.8000,13.0100,36718161
2023-03-16,13.0800,13.5000,12.9100,13.4600,30466266
2023-03-15,12.9110,13.3916,12.7950,13.0300,43498106
2023-03-14,14.0900,14.1100,13.1000,13.2100,36173216
2023-03-13,13.8010,14.1100,13.1200,13.7300,43513022
2023-03-10,14.7200,14.9050,14.0000,14.1600,42475664
2023-03-09,14.8900,15.2600,14.4410,14.5300,40790579
2023-03-08,14.6550,15.2300,14.2100,15.1300,76217662
2023-03-07,15.9250,15.9400,14.6100,14.6400,128728976
2023-03-06,17.1400,17.7400,16.9600,17.1300,32080027
2023-03-03,16.0200,17.4800,15.7200,16.9200,48011328
2023-03-02,15.5650,16.1900,15.0800,15.7200,41770783
2023-03-01,17.6500,17.6800,15.5600,15.7600,87442050
2023-02-28,18.5300,19.7600,18.5300,19.3000,36331125
2023-02-27,17.7600,18.6300,17.6000,18.4500,20042490
2023-02-24,17.5000,17.6300,16.9050,17.3200,20161550
2023-02-23,18.8900,18.9300,17.5000,18.1800,25995933
2023-02-22,19.1850,19.5350,18.5718,19.0200,16786941
2023-02-21,19.6750,19.9300,18.9700,19.0800,13737711
2023-02-17,20.4000,20.5700,19.5000,20.2200,16589208
2023-02-16,20.7900,21.6800,20.3200,20.6800,21737691
2023-02-15,18.9950,21.1500,18.9600,21.1500,28055909
2023-02-14,18.5700,19.6400,18.1800,19.4900,17274191
2023-02-13,18.6500,19.0650,18.2800,18.9200,13538627
2023-02-10,18.9400,19.1600,18.5500,18.8500,17148473
2023-02-09,20.4900,20.8850,19.2400,19.4200,18834417
2023-02-08,19.4900,20.3800,19.4500,20.0800,18650881
2023-02-07,20.1700,20.1900,18.7100,19.9100,28566940
2023-02-06,19.8000,20.3600,19.6100,20.2200,15772565
2023-02-03,19.9800,21.3200,19.7450,19.9000,27177316
2023-02-02,20.4400,22.0900,20.3200,20.8800,39070049
2023-02-01,19.5000,20.0697,18.2150,19.7100,36443883
2023-01-31,18.0900,19.4300,17.7722,19.4000,31614355
2023-01-30,19.8300,19.9485,18.0100,18.0400,34992523
2023-01-27,18.2200,21.4400,18.1400,19.8300,73907060
2023-01-26,19.6800,19.8800,18.0100,18.3100,32276720
2023-01-25,17.4100,18.7650,17.1204,18.6900,26136530
2023-01-24,17.9300,18.6300,17.6200,18.0500,22660052
2023-01-23,16.4800,18.3800,16.4400,18.1000,41768315
2023-01-20,15.9900,16.5100,15.5450,16.2300,23673443
2023-01-19,16.2320,16.3600,15.2800,15.7900,28441538
2023-01-18,17.3900,17.7100,16.4600,16.5000,22158125
2023-01-17,16.6750,17.2800,16.3710,16.9300,25623633
2023-01-13,16.8200,16.8400,15.8200,16.4500,42771422
2023-01-12,17.2500,17.7800,16.4800,17.5800,30584206
2023-01-11,16.5150,17.6950,16.1850,17.0800,33365060
2023-01-10,16.8200,17.3700,16.0200,16.4500,26468270
2023-01-09,16.6200,17.2000,16.4700,16.6200,21572212
2023-01-06,16.0900,16.6550,15.8400,16.4000,22022294
2023-01-05,17.3500,17.3800,16.5300,16.5600,24201211
2023-01-04,17.2000,18.0600,16.5600,17.7100,28730158
2023-01-03,18.9000,18.9900,17.0800,17.3400,25993921
2022-12-30,18.2500,18.5781,17.9150,18.4300,17181766
2022-12-29,18.3900,19.0250,18.1400,18.7300,22062974
2022-12-28,17.7500,18.2600,17.4500,17.7400,20967690
2022-12-27,18.6500,18.7000,17.6500,17.7400,21662961
2022-12-23,19.7650,19.7700,18.5224,19.1400,18952016
2022-12-22,20.6600,20.8100,18.9200,19.7300,24271228
2022-12-21,21.5750,21.6100,20.7300,21.0300,13435043
2022-12-20,21.8500,22.4600,21.2900,21.4000,15114688
2022-12-19,22.5300,22.7400,21.8500,22.0300,18825174
2022-12-16,23.8900,24.3100,22.3000,22.4800,58554643
2022-12-15,24.0300,25.0600,23.8600,23.9700,13295999
2022-12-14,24.9200,25.5800,24.4300,24.5400,14213075
2022-12-13,27.2000,27.9600,24.6300,24.9600,20597281
2022-12-12,26.7500,26.9000,25.5200,25.6100,19596856
2022-12-09,28.3500,29.2754,27.2450,27.2900,11334450
2022-12-08,28.2600,28.6400,27.5900,28.5800,9582453
2022-12-07,27.7500,28.2267,27.2700,27.9400,8877254
2022-12-06,29.5000,29.5400,27.4250,27.8900,13170726
2022-12-05,31.0100,31.3450,29.4350,29.5300,7560385
2022-12-02,30.6300,31.6000,30.2500,31.3600,8879126
2022-12-01,31.9650,32.6000,30.3000,31.4800,12056774
2022-11-30,29.0500,32.2300,29.0200,32.0400,18375927
2022-11-29,29.1500,29.4900,28.6647,28.8500,6705719
2022-11-28,29.1000,29.5600,28.5800,28.6400,7764125
2022-11-25,29.6400,29.6400,29.1000,29.5300,3907611
2022-11-23,29.2700,30.1800,28.9500,29.7100,9511282
2022-11-22,28.5800,29.4700,27.8500,28.9400,10770229
2022-11-21,29.6800,30.1500,28.4000,28.4200,13508577
2022-11-18,32.6500,32.6900,29.8100,30.3400,13130182
2022-11-17,32.2400,32.7550,31.7100,32.0700,7890864
2022-11-16,34.3550,34.4900,32.8500,33.3200,10069213
2022-11-15,34.4400,35.7350,33.9200,35.1500,19268190
2022-11-14,34.3900,35.1500,33.2036,34.3800,12608879
2022-11-11,33.1850,34.9800,31.9200,34.9000,21051750
2022-11-10,32.8850,33.5200,31.1300,32.9600,29299894
2022-11-09,31.0300,31.1500,27.3601,28.0700,28081318
2022-11-08,31.4500,32.8400,30.3500,31.8500,11768926
2022-11-07,32.5650,32.9276,31.0100,31.3200,7413963
2022-11-04,33.4300,33.5000,31.1000,31.9900,8159246
2022-11-03,31.2800,33.5500,31.0100,32.2400,8075423
2022-11-02,33.5100,33.7550,31.4600,31.5200,10788344
2022-11-01,36.1500,36.4464,33.3800,33.4800,10366136
2022-10-31,34.2800,35.9950,33.9700,34.9700,23372460
2022-10-28,34.3600,35.0700,34.1000,34.4800,8410865
2022-10-27,34.3700,35.2200,33.9000,34.5000,8968105
2022-10-26,34.0000,35.8500,33.9000,34.4400,11358646
2022-10-25,31.3250,34.7500,31.3250,34.4900,18931425
2022-10-24,31.4500,31.7900,29.4500,31.3400,11197673
2022-10-21,30.3900,32.0000,30.0900,31.9200,9941781
2022-10-20,31.1000,32.1600,30.3700,30.7300,10633215
2022-10-19,30.9100,31.7600,30.5700,31.5000,10644887
2022-10-18,32.0962,32.3100,30.9901,31.6400,13668133
2022-10-17,29.8100,30.8400,29.4000,30.7000,14050613
2022-10-14,33.0550,33.2500,28.6150,28.7100,22520569
2022-10-13,30.9500,33.1800,30.3300,32.5000,16134976
2022-10-12,32.6700,32.9774,31.5650,32.3500,14040176
2022-10-11,31.4480,33.6850,30.8100,32.3300,20802751
2022-10-10,32.0000,32.3480,30.1600,31.4800,26171458
2022-10-07,35.7100,36.0082,33.0100,33.9500,22803555
2022-10-06,36.4800,37.3901,35.2800,36.7600,17266545
2022-10-05,36.1700,36.2300,34.6500,36.1300,15778890
2022-10-04,34.1700,36.3850,33.8000,36.3000,29058734
2022-10-03,32.7220,32.8500,31.0100,31.8900,13778448
2022-09-30,31.7500,34.1300,31.6410,32.9100,12381047
2022-09-29,35.3400,35.7600,32.1400,32.3100,17029920
2022-09-28,33.8600,35.2500,33.5500,35.0800,11277359
2022-09-27,34.9200,35.1700,33.1800,33.7900,11482017
2022-09-26,33.4200,35.0500,33.1800,33.8500,11315860
2022-09-23,32.7100,33.5827,31.7700,33.5600,16238460
2022-09-22,34.7580,35.1800,33.1000,33.3300,13449713
2022-09-21,35.6500,36.6700,34.8400,35.1000,13975040
2022-09-20,37.7100,38.3400,35.7300,35.7500,17513199
2022-09-19,38.8200,38.8900,37.0100,37.9400,18345512
2022-09-16,38.8100,39.8100,38.1700,39.2600,70434773
2022-09-15,39.8000,40.8600,38.8900,39.6900,24201967
2022-09-14,38.3000,40.3450,37.7738,40.1000,24685825
2022-09-13,37.0200,39.5700,36.8500,38.7600,24593679
2022-09-12,37.8200,38.9900,37.7500,38.7400,20862965
2022-09-09,36.2800,37.8800,35.2100,37.5500,27141322
2022-09-08,35.2400,36.9000,34.6000,36.8800,44771968
2022-09-07,33.2800,34.4000,32.7000,33.2500,15105279
2022-09-06,32.3900,34.9900,32.0200,33.2200,24703495
2022-09-02,32.2100,32.5600,30.9000,32.0700,8869529
2022-09-01,32.2800,32.4300,30.7100,31.9500,10468532
2022-08-31,32.5500,33.1397,31.7600,32.7100,19332764
2022-08-30,32.7400,33.0400,31.4450,31.8900,8541030
2022-08-29,31.6000,33.2600,31.5500,32.3100,8483610
2022-08-26,32.8200,33.8600,31.4400,32.1100,10728721
2022-08-25,32.8900,33.3700,32.5811,32.9000,8968441
2022-08-24,32.4700,33.7200,32.4300,32.5600,9434137
2022-08-23,33.1800,33.5900,31.9700,32.2100,9766752
2022-08-22,33.2500,34.0650,32.9000,33.0600,11006307
2022-08-19,34.9600,35.0800,33.7700,34.4500,10999216
